8770164955,GNP DIPHEDRYL 25 MG TAB 24,952,HEALTH CARE,COLD & ALLERGY,ALLERGY,70007300738
7726000809,RS PECTIN JELLY BEANS 12OZ,945,EDIBLES,CONFECTIONS,"""CANDY",530053105311
99100000420809000000000,STROLLER RENTAL,943,HOME HEALTH CARE,HOME HEALTH CARE,RENTALS & LEASES,900090709071
2800008400,NESTLE CHUNKY BAR 1.4OZ,935,EDIBLES,CONFECTIONS,"""CANDY",530053105311
85406500211,PINE BROS THROAT DROP BAG CHERRY 32CT,926,HEALTH CARE,COLD & ALLERGY,"""COUGH DROPS",70007200723
36382400820,MUCINEX EXPECTORANT TABLET 20CT,926,HEALTH CARE,COLD & ALLERGY,"""COUGH",70007100712
64193220212,GLOVE VINYL P/F L/F MD GLV 100,923,HEALTH CARE,FIRST AID,FIRST AID KITS & SUPPLIES,250025402541
7097091024,PEANUT CHEWS,918,EDIBLES,CONFECTIONS,"""CANDY",530053105311
4000000160,SKITTLES ORIG 2.17OZ BAG 36/CS JDEOBS,905,EDIBLES,FOOD & BEVERAGES,SNACKS & DESSERTS,560056305635
2820000477,MARLBORO ULTRA LIGHTS BOX,903,GENERAL MERCHANDISE,TOBACCO,CIGARETTES,710071107111
122,FRAME-LEATHER LOOK BRW W/METAL TRIM,878,PHOTO,PHOTOGRAPHY,PHOTO ACCESSORIES,650065506551
1820000016,BUDWEISER 6 PACK,876,EDIBLES,FOOD & BEVERAGES,BEVERAGES,560056805681
8085322021,DUBRA VODKA 375,872,EDIBLES,FOOD & BEVERAGES,BEVERAGES,560056805683
920024612,$4.29 GREETING CARDS,863,GREETING CARDS,GREETING CARDS & OTHER ASSOCIATED MANUFACTURER ITEMS,ALL OTHER GREETING CARD LINES,580058505859
31284353637,BAYER ASPIRIN LO DOSE REGMN TABLET 120CT,852,HEALTH CARE,PAIN RELIEF,PAIN RELIEF,10001100113
920025113,AMB. $4.79,847,GREETING CARDS,GREETING CARDS & OTHER ASSOCIATED MANUFACTURER ITEMS,AMBASSADOR GREETING CARD LINE,580058205827
8770155390,GNP TRP ANTIB ONT 1 OZ,838,HEALTH CARE,FIRST AID,FIRST AID TREATMENTS,250025202528
30904505324,SUDOGEST 30MG TABLET PSE 24CT MAJOR,837,HEALTH CARE,COLD & ALLERGY,ALLERGY,70007300739
2200000434,LIFE SAVERS,823,EDIBLES,CONFECTIONS,"""CANDY",530053105311
99100000013511000000000,MAGAZINES,817,GENERAL MERCHANDISE,MAGAZINES & BOOKS,MAGAZINES,620062106211
8770154970,GNP HYDROCORT 1 % CRM 1 OZ,812,HEALTH CARE,FIRST AID,ANTI-ITCH TREATMENTS,250025502558
64193220213,GLOVE VINYL P/F L/F LG GLV 100,793,HEALTH CARE,FIRST AID,FIRST AID KITS & SUPPLIES,250025402541
8770140239,GNP EPSOM SALT PWD 6X4 LB,788,HEALTH CARE,FIRST AID,FIRST AID TREATMENTS,250025202528
1900000103,LIFESAVERS 14PK PEPOMINT 20/CS JDEOBS,786,EDIBLES,FOOD & BEVERAGES,SNACKS & DESSERTS,560056305635
7339000011,MENTOS 1.3OZ MINT,786,EDIBLES,CONFECTIONS,"""CANDY",530053105311
31254662936,HALLS BAG MENTHO-LYPTUS 30CT,784,HEALTH CARE,COLD & ALLERGY,"""COUGH DROPS",70007200723
3400000502,TWIZZLER STAWBERRY,780,EDIBLES,CONFECTIONS,"""CANDY",530053105311
4000045984,DOVE MILK CHOCOLATE,778,EDIBLES,CONFECTIONS,"""CANDY",530053105311
68142102001,DULCOLAX 5MG TABLET 10CT,773,HEALTH CARE,DIGESTIVE HEALTH,LAXATIVES,30003300333
4133310310,DURACELL 3V LITH 6/CT DL2032B JD OBS,773,GENERAL MERCHANDISE,ELECTRICAL & AUDIO,BATTERIES,550055605564
5113164204,SCOTCH TAPE SHIPPING CLEAR DSPR 2X800IN,766,GENERAL MERCHANDISE,SCHOOL & OFFICE,SCHOOL SUPPLIES,700070307031
1900000221,LIFESAVERS 14PK BUTTER RUM 20/CS JDEOBS,758,EDIBLES,FOOD & BEVERAGES,SNACKS & DESSERTS,560056305635
8770179265,GNP SENNA PLUS TAB 60,748,HEALTH CARE,DIGESTIVE HEALTH,LAXATIVES,30003300338
85406500210,PINE BROS THROAT DROP BAG HONEY 32CT,745,HEALTH CARE,COLD & ALLERGY,"""COUGH DROPS",70007200723
7800020640,GINGER ALE,742,EDIBLES,FOOD & BEVERAGES,BEVERAGES,560056805684
3660219210,RICOLA BAG S/F LEMON MINT 19CT,734,HEALTH CARE,COLD & ALLERGY,"""COUGH DROPS",70007200723
1200000130,DIET PEPSI 20 FL OZ,723,EDIBLES,FOOD & BEVERAGES,BEVERAGES,560056805684
8770155389,GNP BACITR ZINC ONT 1 OZ,722,HEALTH CARE,FIRST AID,FIRST AID TREATMENTS,250025202528
31254662754,HALLS DEFENSE BAG ASST CITRUS 30CT,722,HEALTH CARE,COLD & ALLERGY,"""COUGH DROPS",70007200723
98650000000000200000000,CARDS,720,GREETING CARDS,GREETING CARDS & OTHER ASSOCIATED MANUFACTURER ITEMS,HALLMARK GREETING CARD LINE,580058105817
8770140503,GNP ALLERGY 24HR CETIR TAB 30CT,714,HEALTH CARE,COLD & ALLERGY,ALLERGY,70007300738
81483201041,LUDENS BAG HONEY LEMON 30CT,714,HEALTH CARE,COLD & ALLERGY,"""COUGH DROPS",70007200723
7800015240,CANADA DRY GINGER ALE,707,EDIBLES,FOOD & BEVERAGES,BEVERAGES,560056805684
3400000245,HERSHEYS SPEC DARK CHOC,702,EDIBLES,CONFECTIONS,"""CANDY",530053105311
4900005010,COCA COLA,701,EDIBLES,FOOD & BEVERAGES,BEVERAGES,560056805684
34658120204,SALONPAS PATCH LARGE 25X4CT,699,HEALTH CARE,PAIN RELIEF,EXTERNAL PAIN RELIEF,10001200122
3268700667,DELUXE,697,GREETING CARDS,GREETING CARDS & OTHER ASSOCIATED MANUFACTURER ITEMS,ALL OTHER GREETING CARD LINES,580058505859
127,RING-SILVER & PEARL BLING STRETCH,693,GENERAL MERCHANDISE,GIFTS & NOVELTIES,JEWELRY & JEWELRY CLEANERS,570057205721
3660207917,RICOLA BAG ORIGINAL HERB 21CT,693,HEALTH CARE,COLD & ALLERGY,"""COUGH DROPS",70007200723
99400000000000000000000,10 CENT CANDY,688,EDIBLES,CONFECTIONS,"""CANDY",530053105311
3600037388,KLEENEX FACIAL FAMILY WHITE 18X210CT,688,GENERAL MERCHANDISE,HOUSEHOLD PRODUCTS,"""PLASTIC",600060306032
81460502017,INST LOTTERY ALL CASH MILL $20,688,GENERAL MERCHANDISE,MISC GENERAL MERCHANDISE,LOTTERY,630063206321
30573016920,ADVIL LIQUIGEL 20CT,685,HEALTH CARE,PAIN RELIEF,PAIN RELIEF,10001100114
8770198111,GNP HYDROCORT 1 %+MOIS CRM 1 OZ,683,HEALTH CARE,FIRST AID,ANTI-ITCH TREATMENTS,250025502558
61300871526,ARIZONA GREEN TEA,683,EDIBLES,FOOD & BEVERAGES,BEVERAGES,560056805685
36382407214,MUCINEX DM MAX STRENGTH TABLET 14CT,682,HEALTH CARE,COLD & ALLERGY,"""COUGH",70007100712
8770140085,GNP NASAL SPY SALINE LIQ 3 OZ,673,HEALTH CARE,COLD & ALLERGY,NASAL,70007400748
4000045985,DARK DOVE,672,EDIBLES,CONFECTIONS,"""CANDY",530053105311
35310020020,FLONASE OTC 120 SPRAYS .54OZ,669,HEALTH CARE,COLD & ALLERGY,NASAL,70007400741
30766080100,ABREVA CREAM 2GM,667,HEALTH CARE,COLD & ALLERGY,LIP CARE,70007500752
8770196346,GNP TUSSIN DM SYR 8 OZ,666,HEALTH CARE,COLD & ALLERGY,"""COUGH",70007100718
5200032866,GATORADE,665,HEALTH CARE,WEIGHT MANAGEMENT & NUTRITIONAL FOODS,SPORT/ENERGY,130013501351
5400036924,SCOTT TOWEL MEGA SNGL CHOOSE WHT 24X1CT,661,GENERAL MERCHANDISE,HOUSEHOLD PRODUCTS,"""PLASTIC",600060306034
3660081331,CHAPSTICK REGULAR CARDED 24X0.15OZ,659,HEALTH CARE,COLD & ALLERGY,LIP CARE,70007500753
8770140515,GNP LORATADIN 24HR 10 MG TAB 10,658,HEALTH CARE,COLD & ALLERGY,ALLERGY,70007300738
7339000016,MENTOS MIXED FRUIT,656,EDIBLES,CONFECTIONS,"""CANDY",530053105311
980000763,TIC TAC ORANGE BIG PACK,654,EDIBLES,CONFECTIONS,"""CANDY",530053105312
3268700665,LEANING TREE,649,GREETING CARDS,GREETING CARDS & OTHER ASSOCIATED MANUFACTURER ITEMS,ALL OTHER GREETING CARD LINES,580058505859
36382405620,MUCINEX DM TABLET 20CT,647,HEALTH CARE,COLD & ALLERGY,"""COUGH",70007100712
81460502031,INST LOTTERY CASH EXTRA $30,645,GENERAL MERCHANDISE,MISC GENERAL MERCHANDISE,LOTTERY,630063206321
31254720436,ZYRTEC OTC 10MG TABLET 30CT,645,HEALTH CARE,COLD & ALLERGY,ALLERGY,70007300732
4282312299,EVERYDAY CARD,642,GREETING CARDS,GREETING CARDS & OTHER ASSOCIATED MANUFACTURER ITEMS,ALL OTHER GREETING CARD LINES,580058505859
32390000361,VAPORUB JAR 50GM,642,HEALTH CARE,COLD & ALLERGY,RESPIRATORY TREATMENTS,70007600762
8770156469,GNP TUSSIN DM EXP 4 OZ,632,HEALTH CARE,COLD & ALLERGY,"""COUGH",70007100718
920018353,AMB CARD  4.99,630,GREETING CARDS,GREETING CARDS & OTHER ASSOCIATED MANUFACTURER ITEMS,AMBASSADOR GREETING CARD LINE,580058205827
81460502002,INST LOTTERY WILD CASH $5,629,GENERAL MERCHANDISE,MISC GENERAL MERCHANDISE,LOTTERY,630063206321
8770140586,GNP CLEAR LAX PWD 8.3 OZ,625,HEALTH CARE,DIGESTIVE HEALTH,LAXATIVES,30003300338
3980008863,ENERGIZER WATCH LITHIUM 3V ECR2032BP SNG,623,GENERAL MERCHANDISE,ELECTRICAL & AUDIO,BATTERIES,550055605564
2582109006,BIRTHDAY CARD WIFE,623,GREETING CARDS,GREETING CARDS & OTHER ASSOCIATED MANUFACTURER ITEMS,HALLMARK GREETING CARD LINE,580058105817
7726000268,MARSHMALLOW HEART,623,EDIBLES,CONFECTIONS,"""CANDY",530053105311
4000000051,STARBURST 2.7OZ ORIG BAG 36/CT JDEOBS,623,EDIBLES,FOOD & BEVERAGES,SNACKS & DESSERTS,560056305635
8770189865,GNP DIPHEDRYL 25 MG CAP 24,618,HEALTH CARE,COLD & ALLERGY,ALLERGY,70007300738
30869068638,CITRATE MAGNESIUM LEMON 12X10OZ CMS,617,HEALTH CARE,DIGESTIVE HEALTH,LAXATIVES,30003300334
40015008683,INST LOTTERY $2.500 FRENZY $10,615,GENERAL MERCHANDISE,MISC GENERAL MERCHANDISE,LOTTERY,630063206321
2610000666,NEWPORT 100 BP .50 OFF,614,GENERAL MERCHANDISE,TOBACCO,CIGARETTES,710071107111
30573018010,ADVIL COLD SINUS CAPLET PSE 20CT,613,HEALTH CARE,COLD & ALLERGY,ALLERGY,70007300732
30045019204,MOTRIN CHILD SUSPENSION BERRY 4OZ,606,HEALTH CARE,PAIN RELIEF,CHILDREN'S PAIN & FEVER RELIEF,10001400142
3660230001,RICOLA BAG HONEY HERB 24CT,606,HEALTH CARE,COLD & ALLERGY,"""COUGH DROPS",70007200723
74687600040,CALMOSEPTINE OINTMENT 4OZOZ,605,HEALTH CARE,INCONTINENCE,INCONTINENCE PERSONAL CARE,940094309433
2820000478,MARLBORO ULTRA LIGHT 100S,604,GENERAL MERCHANDISE,TOBACCO,CIGARETTES,710071107111
98930000000000300000000,SHIPPING,603,GENERAL MERCHANDISE,MISC GENERAL MERCHANDISE,POSTAGE & SHIPPING,630063306331
2720000862,PALL MALL LIGHT 100S,602,GENERAL MERCHANDISE,TOBACCO,CIGARETTES,710071107111
2200000484,ORBIT SPEARMINT SINGLE PACK,600,EDIBLES,CONFECTIONS,"""CANDY",530053105313
2620010192,SLIM JIM,596,EDIBLES,FOOD & BEVERAGES,SNACKS & DESSERTS,560056305635
3400000239,HERSHEYS COOKIES N CREAM,596,EDIBLES,CONFECTIONS,"""CANDY",530053105311
2820000791,PARLIAMENT LIGHTS 100'S BOX,595,GENERAL MERCHANDISE,TOBACCO,CIGARETTES,710071107111
7033060006,BIC LIGHTER LC199,593,GENERAL MERCHANDISE,TOBACCO,SMOKING ACCESSORIES,710071407141
32390001077,VICKS COUGH DROP BOX MENTHOL 20X20CT,589,HEALTH CARE,COLD & ALLERGY,"""COUGH DROPS",70007200723
5200032868,GATORADE,588,HEALTH CARE,WEIGHT MANAGEMENT & NUTRITIONAL FOODS,SPORT/ENERGY,130013501351
2800008000,RAISENETTES 1.58OZ,587,EDIBLES,CONFECTIONS,"""CANDY",530053105311
3660207948,RICOLA BAG LEMON MINT 24CT,583,HEALTH CARE,COLD & ALLERGY,"""COUGH DROPS",70007200723
1254661229,TRIDENT ORIGINAL VALUE PACK,583,EDIBLES,CONFECTIONS,"""CANDY",530053105313
8770140607,GNP STOOL SFT 100MG CAP 60,575,HEALTH CARE,DIGESTIVE HEALTH,LAXATIVES,30003300338
7726000972,CHOCOLATE EGGS,575,EDIBLES,CONFECTIONS,SEASONAL CANDY,530053305332
8770190058,GNP NON-ASPRN 325 MG TAB 100,575,HEALTH CARE,PAIN RELIEF,PAIN RELIEF,10001100118
30573016930,ADVIL LIQUIGEL 40CT,565,HEALTH CARE,PAIN RELIEF,PAIN RELIEF,10001100114
30081073088,NEOSPORIN OINTMENT 0.5OZ,564,HEALTH CARE,FIRST AID,FIRST AID TREATMENTS,250025202522
32420869762,PRESERVISION AREDS 2 FORM SOFTGEL 120CT,563,HEALTH CARE,VITAMINS/DIETARY SUPPLEMENTS,MULTIVITAMINS,410041104114
7172053015,JUNIOR MINTS 1.84 OZ,563,EDIBLES,CONFECTIONS,"""CANDY",530053105311
30045049660,TYLENOL REGULAR STR TABLET 100CT,561,HEALTH CARE,PAIN RELIEF,PAIN RELIEF,10001100111
35789694101,IBUPROFEN 200MG TAB BROWN 100CT GERI-CAR,559,HEALTH CARE,PAIN RELIEF,PAIN RELIEF,10001100119
98930000000000000000000,STAMPS,559,GENERAL MERCHANDISE,MISC GENERAL MERCHANDISE,POSTAGE & SHIPPING,630063306331
2610000657,NEWPORT NON-MENTHOL BOX 100,558,GENERAL MERCHANDISE,TOBACCO,CIGARETTES,710071107111
1200000131,MT DEW,556,EDIBLES,FOOD & BEVERAGES,BEVERAGES,560056805684
40015008663,INST LOTTERY SPR CSH SPEC $5,556,GENERAL MERCHANDISE,MISC GENERAL MERCHANDISE,LOTTERY,630063206321
4900001916,20OZ. FANTIA ORANGE SODA,554,EDIBLES,FOOD & BEVERAGES,BEVERAGES,560056805684
2800013170,NESTLE CRUNCH SNGL 1.55OZ,553,EDIBLES,CONFECTIONS,"""CANDY",530053105311
